Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
305,Cody Martin,SF,28,CHO,26,20,26.6,2.9,7.7,.380,1.0,3.0,.316,2.0,4.7,.421,.443,0.7,1.2,.567,0.7,3.3,4.0,3.7,1.2,0.5,1.6,1.7,7.5,martico01
306,KJ Martin,SF,23,TOT,42,2,11.5,1.5,2.8,.551,0.1,0.5,.250,1.4,2.3,.612,.572,0.3,0.7,.483,0.4,1.4,1.8,0.7,0.4,0.1,0.5,1.5,3.5,martike04
306,KJ Martin,SF,23,LAC,2,0,15.5,2.0,5.0,.400,0.5,2.5,.200,1.5,2.5,.600,.450,0.5,1.0,.500,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0,martike04
306,KJ Martin,SF,23,PHI,40,2,11.3,1.5,2.7,.565,0.1,0.4,.267,1.4,2.3,.613,.583,0.3,0.7,.481,0.4,1.4,1.9,0.8,0.4,0.1,0.5,1.5,3.5,martike04
307,Garrison Mathews,SG,27,ATL,42,4,12.8,1.2,2.6,.450,1.0,2.4,.440,0.1,0.2,.556,.651,0.2,0.4,.667,0.2,1.1,1.3,0.5,0.3,0.1,0.4,1.6,3.6,mathega01
308,Bennedict Mathurin,SF,21,IND,55,18,26.0,5.0,11.1,.453,1.3,3.5,.378,3.7,7.6,.487,.512,3.1,3.7,.824,1.0,3.1,4.1,2.1,0.6,0.2,1.7,1.9,14.5,mathube01
309,Wesley Matthews,SG,37,ATL,21,1,11.0,0.6,2.2,.283,0.4,1.7,.250,0.2,0.5,.400,.380,0.7,0.9,.737,0.2,1.1,1.3,0.6,0.5,0.2,0.3,1.3,2.3,matthwe02
310,Tyrese Maxey,PG,23,PHI,53,53,37.3,9.0,20.1,.449,3.1,8.1,.377,6.0,12.0,.498,.525,4.8,5.6,.865,0.5,3.2,3.7,6.4,1.0,0.5,1.7,2.2,25.9,maxeyty01
311,Skylar Mays,PG-SG,26,TOT,31,5,13.5,2.0,5.0,.397,0.5,1.7,.296,1.5,3.3,.451,.449,0.4,0.5,.765,0.3,1.0,1.4,2.7,0.5,0.1,0.6,0.8,4.9,mayssk01
311,Skylar Mays,PG,26,POR,21,5,17.0,2.5,6.6,.384,0.7,2.3,.286,1.9,4.2,.438,.435,0.6,0.8,.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1.0,6.3,mayssk01
311,Skylar Mays,SG,26,LAL,10,0,6.3,0.9,1.8,.500,0.2,0.5,.400,0.7,1.3,.538,.556,0.0,0.0,,0.1,0.4,0.5,0.8,0.3,0.1,0.1,0.5,2.0,mayssk01
312,Miles McBride,PG,23,NYK,46,4,13.2,2.2,5.0,.435,1.1,2.8,.392,1.1,2.2,.490,.545,0.5,0.6,.815,0.3,0.7,1.0,1.1,0.6,0.1,0.4,1.2,6.0,mcbrimi01
313,CJ McCollum,PG,32,NOP,43,43,31.7,6.8,14.8,.459,3.3,8.0,.417,3.5,6.9,.508,.571,1.9,2.4,.794,0.6,3.7,4.3,4.6,1.1,0.7,1.6,2.1,18.8,mccolcj01
314,T.J. McConnell,PG,31,IND,48,4,17.4,3.8,7.0,.543,0.1,0.4,.238,3.7,6.6,.563,.550,0.8,1.0,.766,0.5,2.2,2.6,5.5,1.0,0.1,1.5,1.1,8.5,mccontj01
315,Jaden McDaniels,SF,23,MIN,48,47,28.6,4.2,8.4,.498,1.2,3.3,.356,3.0,5.1,.590,.568,0.7,0.9,.780,0.8,1.9,2.7,1.3,0.9,0.5,1.3,3.1,10.2,mcdanja02
316,Jalen McDaniels,SF,26,TOR,34,0,8.8,1.0,3.1,.330,0.3,1.6,.208,0.7,1.6,.453,.382,0.4,0.6,.700,0.3,1.0,1.2,0.5,0.3,0.1,0.5,0.9,2.8,mcdanja01
317,Doug McDermott,SF,32,TOT,52,0,14.7,2.0,4.6,.427,1.5,3.7,.415,0.4,0.9,.478,.594,0.2,0.4,.579,0.2,0.8,1.0,1.2,0.2,0.0,0.5,1.0,5.7,mcderdo01
317,Doug McDermott,SF,32,SAS,46,0,15.2,2.1,4.7,.442,1.7,3.8,.439,0.4,0.9,.452,.619,0.2,0.4,.588,0.2,0.9,1.0,1.2,0.2,0.0,0.5,1.0,6.0,mcderdo01
317,Doug McDermott,SF,32,IND,6,0,11.0,1.2,4.0,.292,0.7,3.3,.200,0.5,0.7,.750,.375,0.2,0.3,.500,0.2,0.3,0.5,0.7,0.0,0.0,0.2,0.5,3.2,mcderdo01
318,JaVale McGee,C,36,SAC,39,0,7.9,1.9,3.0,.629,0.0,0.1,.000,1.9,2.9,.652,.629,0.6,1.1,.581,0.9,1.9,2.9,0.4,0.2,0.5,0.8,1.1,4.4,mcgeeja01
319,Bryce McGowens,SG,21,CHO,46,13,16.0,1.8,4.0,.452,0.7,1.8,.353,1.2,2.2,.535,.532,1.1,1.4,.778,0.3,1.6,1.9,0.9,0.4,0.1,0.5,1.4,5.4,mcgowbr01
320,Jordan McLaughlin,PG,27,MIN,35,0,8.9,0.9,2.3,.407,0.6,1.3,.426,0.4,1.0,.382,.531,0.1,0.2,.500,0.3,0.8,1.1,1.7,0.7,0.1,0.3,0.5,2.6,mclaujo01
321,De'Anthony Melton,SG,25,PHI,36,33,27.8,3.8,9.7,.391,2.1,5.8,.362,1.7,3.9,.433,.499,1.8,2.2,.835,0.8,3.1,3.8,3.1,1.6,0.4,1.1,2.3,11.5,meltode01
322,Nathan Mensah,C,25,CHO,25,0,12.3,0.5,1.1,.429,0.0,0.0,,0.5,1.1,.429,.429,0.4,0.5,.750,1.2,1.4,2.6,0.4,0.2,0.6,0.6,2.6,1.3,mensana01
323,Sam Merrill,SG,27,CLE,40,0,15.2,2.6,5.9,.435,2.2,5.1,.434,0.4,0.8,.438,.622,0.3,0.3,.917,0.4,1.5,1.8,1.5,0.4,0.0,0.3,1.1,7.7,merrisa01
324,Chimezie Metu,C,26,PHO,37,5,12.1,1.8,3.5,.508,0.4,1.4,.294,1.4,2.1,.646,.565,1.0,1.2,.884,0.6,2.3,3.0,0.5,0.5,0.2,0.7,1.1,5.0,metuch01
325,Vasilije Micić,PG,30,TOT,37,0,13.8,1.6,4.0,.412,0.5,1.8,.258,1.2,2.2,.537,.470,0.5,0.7,.741,0.1,0.9,1.0,3.1,0.3,0.1,1.1,0.9,4.3,micicva01
325,Vasilije Micić,PG,30,OKC,30,0,12.0,1.2,3.0,.407,0.4,1.5,.244,0.9,1.5,.565,.467,0.5,0.6,.737,0.0,0.8,0.8,2.5,0.3,0.1,1.0,0.7,3.3,micicva01
325,Vasilije Micić,PG,30,CHO,7,0,21.4,3.4,8.1,.421,0.9,3.0,.286,2.6,5.1,.500,.474,0.9,1.1,.750,0.4,1.3,1.7,5.6,0.3,0.0,1.7,1.7,8.6,micicva01
326,Khris Middleton,SF,32,MIL,43,43,26.3,5.6,11.6,.487,1.7,4.5,.378,3.9,7.1,.556,.560,1.8,2.2,.832,0.6,3.7,4.3,5.0,0.9,0.3,2.1,2.4,14.8,middlkh01
327,Brandon Miller,SF,21,CHO,52,46,31.7,6.2,14.1,.439,2.3,6.1,.376,3.9,7.9,.488,.521,1.8,2.2,.832,0.8,3.2,4.0,2.4,0.9,0.5,1.8,2.6,16.5,millebr02
328,Jordan Miller,SF,24,LAC,5,0,4.2,0.8,1.2,.667,0.2,0.2,1.000,0.6,1.0,.600,.750,0.4,0.4,1.000,0.4,0.4,0.8,0.0,0.0,0.0,0.2,0.4,2.2,millejo02
329,Leonard Miller,SF,20,MIN,7,0,3.7,1.0,1.6,.636,0.1,0.4,.333,0.9,1.1,.750,.682,0.0,0.0,,0.1,1.3,1.4,0.4,0.1,0.1,0.1,0.4,2.1,millele01
330,Dariq Whitehead,SF,19,BRK,2,0,12.0,0.5,2.5,.200,0.0,1.5,.000,0.5,1.0,.500,.200,0.5,1.0,.500,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,1.5,whiteda01
331,Patty Mills,PG,35,ATL,19,0,10.6,1.0,2.7,.373,0.7,1.8,.382,0.3,0.9,.353,.500,0.0,0.0,,0.3,0.8,1.1,0.7,0.5,0.1,0.4,0.9,2.7,millspa02
332,Shake Milton,SG,27,TOT,42,0,13.2,1.8,4.4,.403,0.4,1.5,.274,1.4,3.0,.468,.449,0.9,1.1,.809,0.3,1.3,1.6,1.3,0.4,0.1,0.7,1.1,4.9,miltosh01
332,Shake Milton,SG,27,MIN,38,0,12.9,1.7,4.2,.400,0.4,1.4,.264,1.3,2.8,.467,.444,0.9,1.2,.818,0.2,1.2,1.3,1.3,0.4,0.1,0.7,1.2,4.7,miltosh01
332,Shake Milton,SG,27,DET,4,0,15.8,2.8,6.5,.423,0.8,2.3,.333,2.0,4.3,.471,.481,0.5,0.8,.667,1.8,2.8,4.5,1.5,0.5,0.3,0.8,0.8,6.8,miltosh01
333,Justin Minaya,SF,24,POR,19,0,7.9,0.3,1.3,.240,0.2,0.8,.188,0.2,0.5,.333,.300,0.2,0.3,.500,0.5,0.5,1.1,0.4,0.3,0.3,0.3,0.5,0.9,minayju01
334,Josh Minott,SF,21,MIN,21,0,3.0,0.5,1.0,.476,0.0,0.3,.167,0.4,0.7,.600,.500,0.6,0.7,.857,0.1,0.4,0.6,0.1,0.1,0.1,0.1,0.3,1.6,minotjo01
335,Davion Mitchell,PG,25,SAC,47,3,13.1,1.4,3.5,.410,0.6,1.8,.318,0.9,1.7,.506,.491,0.4,0.5,.720,0.1,0.9,1.0,1.7,0.2,0.1,0.5,1.2,3.9,mitchda01
336,Donovan Mitchell,SG,27,CLE,46,46,35.5,9.8,20.6,.474,3.4,9.1,.370,6.4,11.5,.556,.555,5.3,6.1,.865,0.9,4.5,5.4,6.2,1.8,0.5,2.9,2.2,28.2,mitchdo01
337,Evan Mobley,PF,22,CLE,34,34,31.0,6.5,11.1,.585,0.3,0.8,.357,6.2,10.3,.603,.598,2.3,3.1,.733,2.4,7.6,10.0,2.9,0.9,1.5,1.9,2.9,15.6,mobleev01
338,Isaiah Mobley,PF,24,CLE,3,0,4.7,0.7,1.3,.500,0.3,0.7,.500,0.3,0.7,.500,.625,0.0,0.0,,0.0,0.7,0.7,1.3,0.3,0.0,0.3,0.7,1.7,mobleis01
339,Malik Monk,SG,25,SAC,56,0,25.8,5.3,11.8,.448,2.2,5.9,.367,3.1,5.9,.530,.541,2.3,2.8,.811,0.3,2.4,2.7,5.3,0.6,0.6,2.1,2.0,15.1,monkma01
340,Moses Moody,SG,21,GSW,43,5,16.9,2.9,6.2,.466,1.1,3.0,.354,1.8,3.2,.574,.553,1.1,1.4,.797,1.0,1.9,2.9,0.8,0.7,0.3,0.7,1.2,7.9,moodymo01
341,Xavier Moon,SG,29,LAC,2,0,6.0,0.5,1.0,.500,0.0,0.5,.000,0.5,0.5,1.000,.500,0.0,0.0,,0.0,1.0,1.0,1.5,0.0,0.0,0.5,0.5,1.0,moonxa01
342,Taze Moore,SG,25,POR,3,0,3.3,1.0,1.7,.600,0.0,0.7,.000,1.0,1.0,1.000,.600,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.7,2.0,mooreta02
343,Wendell Moore Jr.,SG,22,MIN,14,0,3.1,0.4,0.7,.500,0.0,0.3,.000,0.4,0.4,.833,.500,0.0,0.0,,0.0,0.4,0.4,0.1,0.4,0.1,0.2,0.3,0.7,moorewe01
344,Ja Morant,PG,24,MEM,9,9,35.3,8.9,18.9,.471,1.6,5.7,.275,7.3,13.2,.555,.512,5.8,7.1,.813,0.7,4.9,5.6,8.1,0.8,0.6,3.0,2.1,25.1,moranja01
345,Marcus Morris,PF,34,PHI,37,7,17.2,2.4,5.5,.439,1.0,2.4,.400,1.5,3.1,.470,.527,0.8,1.0,.861,0.5,2.5,2.9,0.7,0.4,0.3,0.5,1.6,6.7,morrima03
346,Markieff Morris,PF,34,DAL,18,1,8.9,0.9,2.7,.327,0.6,1.7,.333,0.3,1.1,.316,.429,0.2,0.2,.750,0.2,1.4,1.7,0.6,0.3,0.1,0.5,0.6,2.5,morrima02
347,Monte Morris,PG,28,TOT,12,0,14.1,2.1,5.5,.379,0.6,2.3,.259,1.5,3.3,.462,.432,0.4,0.6,.714,0.3,1.6,1.8,2.0,0.6,0.3,0.3,0.3,5.2,morrimo01
347,Monte Morris,PG,28,DET,6,0,11.3,2.0,5.5,.364,0.3,1.8,.182,1.7,3.7,.455,.394,0.2,0.3,.500,0.3,1.7,2.0,1.3,0.2,0.2,0.3,0.2,4.5,morrimo01
347,Monte Morris,PG,28,MIN,6,0,16.8,2.2,5.5,.394,0.8,2.7,.313,1.3,2.8,.471,.470,0.7,0.8,.800,0.2,1.5,1.7,2.7,1.0,0.3,0.2,0.5,5.8,morrimo01
348,Trey Murphy III,SF,23,NOP,34,10,26.8,4.3,10.1,.426,2.6,7.2,.355,1.7,2.9,.602,.552,1.6,2.1,.775,0.6,3.5,4.1,1.7,0.8,0.6,0.5,1.3,12.8,murphtr02
349,Dejounte Murray,SG,27,ATL,55,55,35.0,8.2,17.7,.465,2.2,6.2,.357,6.0,11.5,.523,.527,2.8,3.4,.827,0.8,4.5,5.3,5.6,1.3,0.3,2.3,1.7,21.5,murrade01
350,Jamal Murray,PG,26,DEN,42,42,31.5,7.8,16.5,.472,2.4,5.8,.410,5.4,10.6,.506,.544,2.7,3.1,.856,0.7,3.3,3.9,6.4,0.8,0.7,2.0,1.9,20.6,murraja01
351,Keegan Murray,SF,23,SAC,53,53,32.7,5.7,12.2,.465,2.3,6.2,.365,3.4,6.0,.569,.558,1.3,1.6,.816,1.2,4.1,5.3,1.6,1.1,0.6,0.9,2.7,15.0,murrake02
352,Kris Murray,SF,23,POR,37,4,14.7,1.5,3.9,.378,0.5,1.9,.264,0.9,1.9,.493,.444,0.3,0.6,.545,0.9,1.5,2.4,0.8,0.8,0.2,0.6,1.0,3.8,murrakr01
353,Mike Muscala,C,32,TOT,37,6,13.8,1.3,3.6,.358,0.7,2.3,.318,0.6,1.3,.429,.459,0.5,0.6,.708,0.9,1.9,2.8,0.9,0.2,0.3,0.5,1.2,3.8,muscami01
353,Mike Muscala,C,32,WAS,24,2,14.1,1.4,3.8,.367,0.6,2.1,.275,0.8,1.6,.487,.444,0.6,0.8,.750,0.9,2.2,3.1,0.9,0.2,0.3,0.7,1.3,4.0,muscami01
353,Mike Muscala,C,32,DET,13,4,13.2,1.2,3.4,.341,1.0,2.6,.382,0.2,0.8,.200,.489,0.2,0.3,.500,0.8,1.5,2.2,0.8,0.2,0.4,0.2,1.0,3.5,muscami01
354,Svi Mykhailiuk,SF,26,BOS,24,0,7.6,1.0,2.8,.348,0.7,2.2,.321,0.3,0.5,.462,.477,0.1,0.3,.500,0.2,0.7,0.9,0.5,0.3,0.0,0.3,0.5,2.8,mykhasv01
355,Larry Nance Jr.,C,31,NOP,41,0,18.4,2.1,3.6,.574,0.5,1.1,.426,1.6,2.5,.644,.642,0.7,1.0,.718,1.5,3.7,5.2,1.5,1.0,0.4,0.9,1.5,5.3,nancela02
356,Pete Nance,PF,23,CLE,2,0,2.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nancepe01
357,Andrew Nembhard,PG,24,IND,45,24,23.4,3.9,7.8,.496,0.8,2.2,.340,3.1,5.6,.557,.544,0.7,0.8,.789,0.6,1.3,1.9,4.4,0.9,0.1,1.7,2.0,9.2,nembhan01
358,Aaron Nesmith,SF,24,IND,51,26,27.1,4.6,8.9,.519,2.1,4.7,.452,2.5,4.2,.593,.638,1.3,1.8,.702,0.9,2.9,3.9,1.4,1.1,0.7,1.0,3.3,12.6,nesmiaa01
359,Georges Niang,PF,30,CLE,57,1,21.5,3.3,7.5,.440,1.7,4.7,.363,1.6,2.8,.569,.554,0.6,0.8,.822,0.3,3.3,3.6,1.1,0.2,0.2,0.8,2.4,8.9,niangge01
360,Daishen Nix,PG,21,MIN,10,0,3.5,0.8,1.9,.421,0.5,1.3,.385,0.3,0.6,.500,.553,0.1,0.4,.250,0.0,0.1,0.1,0.2,0.2,0.0,0.1,0.1,2.2,nixda01
361,Zeke Nnaji,PF,23,DEN,43,0,9.8,1.3,2.8,.462,0.1,0.4,.263,1.2,2.3,.500,.483,0.8,1.2,.706,1.2,1.0,2.2,0.6,0.3,0.6,0.6,1.5,3.5,nnajize01
362,Jaylen Nowell,SG,24,MEM,9,1,17.3,2.4,6.1,.400,0.4,2.6,.174,2.0,3.6,.563,.436,0.3,0.3,1.000,0.3,1.2,1.6,1.8,0.3,0.0,0.6,1.4,5.7,nowelja01
363,Markquis Nowell,SG,24,TOR,1,0,4.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,2.0,2.0,1.000,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,nowelma01
364,Frank Ntilikina,PG,25,CHO,5,0,8.6,0.2,1.8,.111,0.2,1.6,.125,0.0,0.2,.000,.167,0.4,0.4,1.000,0.2,1.0,1.2,0.8,0.0,0.0,0.2,0.8,1.0,ntilila01
365,Jusuf Nurkić,C,29,PHO,54,54,27.3,4.6,8.8,.518,0.4,1.6,.250,4.2,7.2,.575,.540,2.3,3.4,.687,2.6,7.7,10.3,3.8,1.0,1.0,2.1,3.3,11.8,nurkiju01
366,Jordan Nwora,SF,25,TOT,30,1,10.9,1.9,4.5,.425,0.7,2.0,.328,1.2,2.4,.507,.500,0.9,1.1,.875,0.4,1.6,2.0,1.1,0.4,0.1,0.6,1.1,5.4,nworajo01
366,Jordan Nwora,SF,25,IND,18,0,10.2,2.1,4.6,.451,0.6,2.0,.306,1.4,2.6,.565,.518,0.5,0.6,.818,0.4,1.4,1.8,1.0,0.3,0.1,0.7,1.1,5.2,nworajo01
366,Jordan Nwora,SF,25,TOR,12,1,11.9,1.7,4.3,.385,0.8,2.1,.360,0.9,2.3,.407,.471,1.6,1.8,.905,0.4,1.8,2.3,1.3,0.5,0.2,0.6,1.2,5.7,nworajo01
367,Royce O'Neale,SF,30,TOT,55,7,24.6,2.6,6.7,.389,2.0,5.5,.370,0.6,1.3,.471,.539,0.3,0.5,.630,0.8,3.9,4.7,2.8,0.8,0.6,1.0,2.4,7.6,onealro01
367,Royce O'Neale,SF,30,BRK,49,6,24.5,2.6,6.6,.388,2.0,5.4,.366,0.6,1.2,.483,.537,0.3,0.4,.682,0.8,3.7,4.5,2.8,0.7,0.6,1.0,2.4,7.4,onealro01
367,Royce O'Neale,SF,30,PHO,6,1,24.8,3.0,7.5,.400,2.3,5.8,.400,0.7,1.7,.400,.556,0.3,0.8,.400,0.8,5.3,6.2,2.7,1.8,0.5,0.7,2.2,8.7,onealro01
368,Chuma Okeke,SF,25,ORL,35,8,11.1,1.1,2.9,.380,0.7,2.1,.315,0.4,0.8,.556,.495,0.1,0.1,.400,0.5,1.6,2.1,0.5,0.2,0.2,0.3,0.5,2.9,okekech01
369,Josh Okogie,SG,25,PHO,52,11,17.3,1.5,3.7,.417,0.5,1.7,.295,1.0,2.0,.519,.484,1.4,1.9,.732,1.3,1.4,2.8,1.2,0.9,0.4,0.6,1.2,4.9,okogijo01
370,Onyeka Okongwu,C,23,ATL,53,8,25.8,4.0,6.6,.610,0.4,1.2,.338,3.6,5.4,.671,.641,1.7,2.2,.800,2.7,4.3,7.0,1.3,0.4,1.1,0.8,3.0,10.2,okongon01
371,Isaac Okoro,SF,23,CLE,48,26,26.2,3.3,6.6,.498,1.1,2.8,.394,2.2,3.9,.572,.580,1.4,2.1,.690,1.1,2.0,3.1,2.0,0.8,0.5,0.8,2.0,9.1,okorois01
372,Kelly Olynyk,C,32,TOT,56,8,20.2,2.9,5.3,.552,0.7,1.7,.406,2.2,3.6,.622,.618,1.6,1.9,.844,1.3,3.7,5.0,4.2,0.8,0.3,1.5,2.7,8.2,olynyke01
372,Kelly Olynyk,C,32,UTA,50,8,20.4,2.9,5.2,.562,0.7,1.7,.429,2.2,3.5,.626,.632,1.6,1.9,.842,1.3,3.8,5.1,4.4,0.7,0.2,1.6,2.6,8.1,olynyke01
372,Kelly Olynyk,C,32,TOR,6,0,19.0,3.2,6.5,.487,0.5,2.0,.250,2.7,4.5,.593,.526,2.0,2.3,.857,1.2,2.8,4.0,2.8,1.3,0.5,0.8,2.8,8.8,olynyke01
373,Eugene Omoruyi,SF,26,WAS,27,0,7.6,1.7,3.6,.490,0.2,0.9,.240,1.5,2.6,.577,.521,0.9,1.2,.750,0.9,1.3,2.1,0.8,0.7,0.0,0.5,1.4,4.6,omorueu01
374,Cedi Osman,SF,28,SAS,59,1,17.8,2.6,5.5,.475,1.2,3.1,.380,1.4,2.3,.601,.584,0.6,0.8,.680,0.4,2.1,2.5,1.7,0.5,0.2,0.7,1.4,6.9,osmande01
375,Kelly Oubre Jr.,SF,28,PHI,46,33,28.9,5.1,11.3,.453,1.4,4.4,.309,3.8,6.9,.546,.513,2.0,2.8,.729,1.2,3.2,4.5,1.1,1.2,0.5,1.0,3.0,13.7,oubreke01
376,Chris Paul,PG,38,GSW,33,11,27.4,3.2,7.6,.426,1.4,3.8,.371,1.8,3.8,.480,.518,1.1,1.3,.833,0.3,3.5,3.8,7.2,1.2,0.1,1.2,1.8,8.9,paulch01
377,Cameron Payne,PG,29,TOT,55,3,15.6,2.4,5.3,.447,1.2,3.0,.392,1.2,2.3,.520,.558,0.8,1.0,.852,0.2,1.2,1.3,2.4,0.5,0.1,0.7,1.5,6.8,payneca01
377,Cameron Payne,PG,29,MIL,47,2,14.9,2.1,4.7,.455,1.1,2.8,.397,1.0,1.9,.538,.572,0.8,0.9,.841,0.1,1.2,1.3,2.3,0.5,0.1,0.7,1.6,6.2,payneca01
377,Cameron Payne,PG,29,PHI,8,1,19.5,3.8,8.9,.423,1.6,4.4,.371,2.1,4.5,.472,.514,1.1,1.3,.900,0.5,0.9,1.4,2.9,0.4,0.3,0.9,1.1,10.3,payneca01
378,Gary Payton II,SG,31,GSW,23,0,15.8,2.6,4.9,.527,0.6,1.7,.342,2.0,3.2,.622,.585,0.4,0.6,.692,1.2,1.7,3.0,1.0,1.1,0.3,0.6,1.7,6.1,paytoga02
379,Drew Peterson,PF,24,BOS,1,0,3.0,1.0,1.0,1.000,1.0,1.0,1.000,0.0,0.0,,1.500,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,peterdr01
380,Filip Petrušev,C,23,TOT,3,0,3.3,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.3,0.7,.500,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,1.0,petrufi01
380,Filip Petrušev,C,23,PHI,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,petrufi01
380,Filip Petrušev,C,23,SAC,2,0,3.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.5,1.0,.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,petrufi01
381,Julian Phillips,SF,20,CHI,32,0,6.8,0.7,1.6,.440,0.2,0.8,.250,0.5,0.8,.615,.500,0.2,0.3,.545,0.2,0.5,0.7,0.3,0.0,0.2,0.2,1.0,1.8,phillju01
382,Jalen Pickett,SG,24,DEN,19,0,5.4,0.6,1.5,.414,0.4,1.1,.333,0.3,0.4,.625,.534,0.2,0.2,.750,0.1,0.5,0.6,0.7,0.2,0.0,0.3,0.5,1.8,pickeja02
383,Scotty Pippen Jr.,PG,23,MEM,8,4,22.6,3.5,7.4,.475,1.6,2.9,.565,1.9,4.5,.417,.585,1.9,2.6,.714,1.0,2.4,3.4,4.5,1.0,0.5,1.9,2.6,10.5,pippesc02
384,Mason Plumlee,C,33,LAC,25,9,16.8,2.2,3.5,.644,0.0,0.0,,2.2,3.5,.644,.644,1.8,2.6,.697,1.4,4.2,5.6,1.2,0.3,0.3,0.6,1.5,6.3,plumlma01
385,Brandin Podziemski,SG,20,GSW,51,18,26.7,3.9,8.6,.455,1.3,3.4,.374,2.6,5.2,.508,.529,0.7,1.2,.623,1.5,4.3,5.8,3.9,0.8,0.2,1.3,1.8,9.8,podzibr01
386,Jakob Poeltl,C,28,TOR,47,47,26.6,4.9,7.4,.663,0.0,0.0,,4.9,7.4,.663,.663,1.2,2.2,.559,2.9,5.7,8.6,2.5,0.6,1.5,1.6,2.9,11.1,poeltja01
387,Aleksej Pokusevski,PF,22,OKC,10,0,6.0,0.4,1.6,.250,0.2,1.1,.182,0.2,0.5,.400,.313,0.2,0.4,.500,0.2,0.8,1.0,0.5,0.1,0.1,0.3,0.5,1.2,pokusal01
388,Jordan Poole,SG,24,WAS,56,52,29.3,5.7,14.4,.397,2.0,6.6,.307,3.7,7.7,.473,.468,2.6,3.0,.861,0.4,2.1,2.5,3.7,1.1,0.3,2.2,3.3,16.0,poolejo01
389,Craig Porter Jr.,PG,23,CLE,34,5,14.1,2.5,5.0,.506,0.2,0.6,.333,2.3,4.4,.530,.526,0.9,1.4,.696,0.4,1.9,2.4,2.7,0.5,0.4,1.0,0.9,6.2,portecr01
390,Jontay Porter,PF,24,TOR,17,5,13.0,1.5,4.1,.371,0.7,2.2,.324,0.8,1.9,.424,.457,0.6,0.7,.917,1.0,2.2,3.2,1.8,0.7,0.6,0.6,1.6,4.4,portejo01
391,Michael Porter Jr.,SF,25,DEN,57,57,31.7,6.2,13.2,.473,2.7,6.9,.391,3.5,6.3,.564,.576,1.1,1.3,.811,1.4,5.7,7.1,1.4,0.5,0.7,1.1,1.9,16.2,portemi01
392,Otto Porter Jr.,SF,30,TOR,15,1,11.6,0.9,2.2,.424,0.5,1.5,.348,0.4,0.7,.600,.545,0.2,0.2,1.000,0.4,1.5,1.9,0.5,0.3,0.3,0.1,1.3,2.6,porteot01
393,Bobby Portis,PF,28,MIL,59,1,23.8,5.2,10.5,.499,1.2,3.0,.391,4.1,7.5,.543,.556,1.2,1.6,.793,1.6,5.2,6.9,1.1,0.7,0.4,1.0,2.4,12.9,portibo01
394,Kristaps Porziņģis,C,28,BOS,43,43,29.6,6.7,12.8,.525,1.9,5.0,.370,4.9,7.8,.624,.597,4.9,5.7,.857,1.6,5.3,6.9,1.9,0.6,1.8,1.6,2.8,20.2,porzikr01
395,Micah Potter,PF,25,UTA,2,0,3.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,pottemi01
396,Dwight Powell,C,32,DAL,49,8,14.9,1.4,1.9,.705,0.0,0.0,.500,1.3,1.9,.710,.711,1.2,1.7,.723,1.7,2.1,3.7,1.5,0.4,0.4,0.6,2.0,4.0,poweldw01
397,Norman Powell,SG,30,LAC,55,1,25.5,4.8,9.8,.494,2.2,4.8,.456,2.7,5.0,.529,.605,1.8,2.1,.838,0.2,2.3,2.5,1.0,0.5,0.3,0.9,1.8,13.6,powelno01
398,Jason Preston,PG,24,UTA,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,prestja01
399,Joshua Primo,SG,21,LAC,1,0,5.0,1.0,2.0,.500,0.0,1.0,.000,1.0,1.0,1.000,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,primojo01
